Image,Landmark,x1,y1,x2,y2
1,1,140,26,136.6340352,31.962432
1,2,146,17,144.669696,20.516736
1,3,133,17,128.62020608,20.841984
1,4,148,21,145.090944,27.060576
1,5,174,19,170.697984,24.609312
1,6,158,156,157.736192,158.509536
1,7,141,167,139.4273024,171.86736
1,8,135,167,131.8336256,172.112832
1,9,118,155,115.152384,159.823008
1,10,103,19,99.342848,25.57104
1,11,130,21,128.63633408,27.246048
2,1,117,26,120.0656512,28.655616
2,2,124,15,127.911077504,17.960064
2,3,108,16,111.01888,17.468832
2,4,125,20,127.86597376,23.700768
2,5,151,18,155.193088,21.99744
2,6,143,155,138.3760128,160.174464
2,7,125,169,119.7985152,173.76864
2,8,119,169,111.89632,174.2136
2,9,98,157,93.57824,160.65648
2,10,79,21,80.6144,21.420384
2,11,108,21,110.922624,23.145792
3,1,122,40,122.277056,35.735232
3,2,129,31,129.6159744,24.969984
3,3,115,30,113.917696,24.892704
3,4,130,34,130.2384,30.283296
3,5,156,31,155.805696,27.55248
3,6,142,162,145.435648,160.72032
3,7,121,178,127.70590592,174.98352
3,8,112,179,120.321216,175.033056
3,9,95,165,101.76448,162.702336
3,10,84,31,85.124736,29.413056
3,11,113,34,113.68768,31.03776
4,1,124,32,126.0671488,36.232608
4,2,132,21,134.2979072,24.363264
4,3,115,21,117.4781312,24.585504
4,4,132,26,134.112128,30.811296
4,5,159,23,160.337536,28.316736
4,6,144,165,144.295296,164.446176
4,7,128,176,126.1645568,177.553344
4,8,122,176,118.7619968,177.880032
4,9,104,165,101.01312,165.363648
4,10,85,25,87.835264,28.302336
4,11,115,26,117.5372032,30.757632
5,1,125,22,127.22766336,27.587232
5,2,132,11,134.4204416,16.549728
5,3,115,11,118.3173248,16.820928
5,4,132,17,134.9466368,22.67856
5,5,158,14,159.25376,20.11056
5,6,147,148,148.642816,151.95456
5,7,130,159,132.6478848,164.507616
5,8,122,159,126.242816,164.625888
5,9,105,150,109.028992,153.43776
5,10,88,16,90.385408,22.100928
5,11,116,17,118.3683712,22.833408
6,1,130,28,132.6013056,31.197696
6,2,137,19,140.177216,19.811232
6,3,122,19,123.8871808,19.759872
6,4,136,23,140.068288,26.206272
6,5,163,21,165.34848,23.5656
6,6,149,153,151.419392,156.023424
6,7,132,165,133.8943104,168.561408
